Country,Date,Δlog(NEER),Δlog(EUI),Δlog(Forign prices),Δlog(output/GDP),Δlog(CPI_all_items)
United States,2010-Q3,-0.0107,-0.087448,0.0000,0.0000,-0.0001422
United States,2010-Q4,-0.0333,-0.276735,0.0301,0.0000,0.0052305
United States,2011-Q1,-0.0128,-0.106390,0.0271,0.0076,0.0220501
United States,2011-Q2,-0.0266,0.052558,0.0142,0.0000,0.0156586
United States,2011-Q3,0.0061,0.359405,0.0022,0.0000,0.0144206
United States,2011-Q4,0.0388,-0.039889,-0.0116,0.0000,0.0066553
United States,2012-Q1,-0.0053,-0.042405,-0.0035,0.0146,0.0067914
United States,2012-Q2,0.0171,0.681485,-0.0010,0.0000,0.0007012
United States,2012-Q3,0.0000,-0.350280,-0.0176,0.0000,-0.0001655
United States,2012-Q4,-0.0121,0.401203,-0.0013,0.0000,0.0043425
United States,2013-Q1,0.0053,-0.204057,0.0023,0.0134,0.0062841
United States,2013-Q2,0.0086,-0.805958,-0.0110,0.0000,-0.0016634
United States,2013-Q3,0.0101,0.113033,-0.0075,0.0000,0.0010723
United States,2013-Q4,-0.0067,0.157138,0.0020,0.0000,0.0003193
United States,2014-Q1,0.0108,0.054972,-0.0033,0.0170,0.0094366
United States,2014-Q2,-0.0087,0.027713,-0.0066,0.0000,0.0117411
United States,2014-Q3,0.0112,-0.346007,-0.0050,0.0000,0.0075153
United States,2014-Q4,0.0427,0.193912,-0.0134,0.0000,0.0055521
United States,2015-Q1,0.0540,0.547855,-0.0218,0.0210,0.0020420
United States,2015-Q2,0.0071,-0.162570,-0.0076,0.0000,-0.0053114
United States,2015-Q3,0.0335,-0.175445,-0.0165,0.0000,0.0060500
United States,2015-Q4,0.0171,-0.139024,-0.0146,0.0000,-0.0011627
United States,2016-Q1,0.0194,0.209157,0.0407,0.0102,-0.0040318
United States,2016-Q2,-0.0240,-0.209427,0.0120,0.0000,-0.0084414
United States,2016-Q3,0.0083,0.488773,0.0054,0.0000,-0.0056031
United States,2016-Q4,0.0337,0.059458,0.0260,0.0000,-0.0040924
United States,2017-Q1,0.0093,-0.068511,0.0282,0.0173,0.0028514
United States,2017-Q2,-0.0246,-0.593984,-0.0029,0.0000,0.0035389
United States,2017-Q3,-0.0348,-0.011450,0.0086,0.0000,0.0012464
United States,2017-Q4,0.0078,0.553525,0.0223,0.0000,-0.0006002
United States,2018-Q1,-0.0290,-0.734597,0.0081,0.0234,0.0023628
United States,2018-Q2,0.0220,0.632974,0.0006,0.0000,0.0005532
United States,2018-Q3,0.0310,0.112620,0.0092,0.0000,0.0019598
United States,2018-Q4,0.0168,-0.082289,0.0049,0.0000,-0.0010753
United States,2019-Q1,-0.0130,0.324729,-0.0129,0.0204,0.0094949
United States,2019-Q2,0.0084,0.101310,0.0040,0.0000,-0.0008407
United States,2019-Q3,0.0097,-0.210571,-0.0037,0.0000,-0.0018869
United States,2019-Q4,-0.0008,0.474460,0.0006,0.0000,0.0023186
United States,2020-Q1,0.0081,0.054792,-0.0071,-0.0260,0.0090743
United States,2020-Q2,0.0370,-0.655385,-0.0229,0.0000,0.0379078
United States,2020-Q3,-0.0362,-0.050213,0.0073,0.0000,-0.0057048
United States,2020-Q4,-0.0315,-0.208630,0.0091,0.0000,-0.0035763
United States,2021-Q1,-0.0149,-0.629870,-0.0327,0.0572,0.0059194
United States,2021-Q2,-0.0021,0.418806,0.0339,0.0000,0.0127644
United States,2021-Q3,0.0114,0.174052,0.0213,0.0000,0.0178807
United States,2021-Q4,0.0147,-0.082638,0.0309,0.0000,0.0225378
United States,2022-Q1,0.0061,0.289612,-0.0024,0.0191,0.0299295
United States,2022-Q2,0.0321,0.103643,0.0153,0.0000,0.0403056
